,,,,,, ,,Language,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9,Q10,Q10_other,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q13_other,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q19,Q20,Q21,Q22,Q23,Q24,Q24_other,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q28,Q29,Q30_0,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q30_15,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37,Q38_1,Q38_2,Q38_3,Q39,Q40_0,Q40_1,Q40_2,Q40_3,Q40_4,Q41,Q43,Q44,Q45,Q46,Q47,Q48,Q48_other,Q49_0,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q50_0,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q52_9,Q52_10,Q52_11,Q52_12,Q52_13,Q52_14,Q52_15,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q54,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,12:37,118062000594,446360289,2022-06-23 10:07:29,2022-06-23 10:20:06,,0,en,,1,2,3,4,5,,5,1,4,4,3,4,4,4,4,1,1,1,1,1,1,1,3,1,2,3,4,5,6,7,8,9,10,11,12,,5,2,,2,3,1,1,1,2,,2,,1,2,,,,,,6,7,8,9,10,,12,13,,,,,3,4,5,6,,,9,,,,,,,,2,3,,,,,,,10,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,1,2,1,3,2,1,6,1,6,6,6,6,1,1,1,6,2,3,3,3,3,,,1,2,3,4,1,5,4,3,2,1,4,,,1,,3,4,,,1,,3,4,,4,,,,,,,,,,,,,,,,,,3,4,5,6,,,,,11,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,02:02,118061963458,446360289,2022-06-23 09:21:26,2022-06-23 09:23:28,,0,en,,1,,,,,,7,1,5,4,5,5,5,5,1,3,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,01:41,118061904815,446360289,2022-06-23 08:01:44,2022-06-23 08:03:25,,0,en,,1,2,,,,,3,1,2,4,4,2,2,2,4,2,1,3,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,18:35,118061763150,446360289,2022-06-23 03:33:56,2022-06-23 03:52:31,,0,en,,1,,,,,,7,1,2,4,5,5,2,1,5,1,1,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,,,,,8,,10,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,1,3,3,3,6,4,1,1,1,4,6,6,6,6,6,5,3,3,3,,0,,,,,2,1,1,3,4,5,10,,,1,2,,,,,1,2,3,,,0,,,3,,,3,,2,,,,3,,,3,1,,3,4,5,6,,,,,11,,,14,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,10:44,118061727709,446360289,2022-06-23 02:11:39,2022-06-23 02:22:23,,0,en,,1,2,3,4,5,,7,7,3,4,3,2,1,2,2,1,2,1,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consider that in most cases open source is not a specific case of cooperation / contribution / usage so normal rules apply,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,7,5,1,,,1,,3,,,,1,,3,,,4,,,,,,,,,,,,,,,,1,2,,4,5,6,7,8,,,,12,13,14,,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,08:14,118061693919,446360289,2022-06-23 00:40:37,2022-06-23 00:48:51,,0,en,,1,2,3,4,5,,7,1,4,4,4,4,5,4,4,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,,,,,,,6,,,,10,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,2,6,6,3,3,2,6,6,3,6,3,3,6,6,6,6,6,2,1,1,1,,,,2,,,1,8,4,4,2,2,4,,,1,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,4,5,,,,,,11,,,14,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,08:30,118061662420,446321998,2022-06-22 23:17:38,2022-06-22 23:26:08,,0,ja,,1,,,,,,7,1,5,4,4,5,5,5,3,1,3,3,3,3,3,2,,,,,4,,6,,8,9,,,,,6,7,,4,6,2,2,2,6,,9,,6,5,,,,,,,,,,,,,,14,,,,,,,,,,,,11,,,,,,,,,5,,,8,9,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,1,1,1,6,1,1,6,6,6,6,6,6,1,1,1,6,6,6,3,3,3,,0,,,,,3,8,6,5,7,5,10,,,1,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,3,4,5,6,,,,,,,,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,58:35,118058935170,446321998,2022-06-19 20:15:00,2022-06-22 21:13:35,1,4,ja,,1,,,,,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,2,2,2,2,2,2,3,3,3,2,3,3,3,,0,,,,,3,3,4,3,4,2,6,,,1,,,4,,,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,23:01,118061589840,446360289,2022-06-22 20:32:14,2022-06-22 20:55:15,,0,en,,1,,,,,,2,2,3,4,4,3,3,2,4,3,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,5,6,,8,9,,11,12,,14,,,,,,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,1,1,2,6,1,1,4,3,2,2,1,2,4,3,2,2,4,3,3,3,3,Need to check with the relevant team.,,1,,,,2,2,2,5,3,5,10,,,,,,4,,0,,,,,,0,,,,,,,,,,,,,,,,,,,4,,,,,,,11,12,13,14,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,26:14,118061556635,446360289,2022-06-22 19:46:41,2022-06-22 20:12:55,,0,en,,1,,,4,,,2,1,2,4,4,1,1,3,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,6,,,9,10,,1,,,1,,,,,6,,,,10,,,,,,,,,,,,,,,,1,6,6,2,4,1,6,3,3,6,6,6,6,6,6,2,6,6,6,6,6,1,1,1,,0,,,,,2,2,2,3,5,4,4,,,,,,,5,,,,,4,,1,,,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,12:11,118061548716,446360289,2022-06-22 19:38:12,2022-06-22 19:50:23,,0,en,,1,,,,,,1,1,1,3,1,2,1,2,1,3,2,2,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,1,6,2,2,6,1,6,2,5,6,5,1,2,1,1,5,5,5,6,5,6,3,2,2,,0,,,,,3,1,1,3,7,4,4,,,,,3,4,,,1,,,,,1,,2,,,,3,,,3,,,3,,,3,,,,4,,6,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,17:41,118061426879,446297698,2022-06-22 17:06:36,2022-06-22 17:24:17,1,3,ja,,1,,,,,,1,1,5,4,4,4,4,5,4,3,3,3,3,3,3,1,,1,,3,4,,,,8,9,,,12,,6,7,,4,6,6,6,6,6,,9,,6,5,1,,3,,,,,8,,,,,,,,1,,,,,,,,,,,,,14,,,,,,5,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,1,1,6,6,6,6,6,6,6,6,6,6,1,6,1,6,1,1,3,3,3,,0,,,,,3,8,6,7,7,5,10,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,05:22,118061370691,446321998,2022-06-22 15:50:54,2022-06-22 15:56:16,,0,ja,,1,,,,,,5,2,1,3,3,1,1,1,3,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,,,,,3,,,,,8,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,10:17,118061332039,446360289,2022-06-22 15:00:37,2022-06-22 15:10:54,,0,en,,1,2,,,,,7,1,2,4,4,2,3,2,2,2,1,3,3,1,3,2,,1,,,,,6,,,9,,11,,,5,2,,4,6,6,6,6,6,,9,,3,5,1,,,4,5,,,,,,,,,,,,,,,,,,8,9,10,,,,14,,,2,,,5,,7,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,6,2,2,6,2,3,3,3,3,2,3,3,4,2,5,3,2,2,,,,,,4,1,8,5,7,7,5,10,,,,,,,5,0,,,,,,5,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,,,11,,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,16:25,118061288651,446360289,2022-06-22 14:01:44,2022-06-22 14:18:09,,0,en,,1,,,,,,4,1,1,4,2,1,1,1,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7,,9,,,1,,,,,,4,5,,,,,,,12,,,,,,,,,,,,,,2,6,2,3,4,1,6,4,3,6,2,3,2,3,4,2,2,1,6,4,5,3,1,2,,0,,,,,2,1,1,4,4,4,10,,,,,,,5,,,,,4,,1,,,3,1,,,,,3,,,3,1,,,1,,3,,5,6,,8,,,11,,13,14,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,11:43,118061270348,446322484,2022-06-22 13:37:22,2022-06-22 13:49:05,,0,en,,1,,,,,,5,7,2,4,4,2,1,1,1,1,1,2,2,2,2,1,,1,,3,,5,,,8,9,,11,12,,3,6,,3,3,3,2,3,1,,2,,4,2,,2,3,4,,,,,9,,11,,,,,1,,,,,,,,,,11,,,,,,,3,4,5,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,3,1,4,2,2,2,,,1,2,3,,2,1,1,3,3,4,1,,,1,,3,4,,,1,,3,4,,3,,,,,,,,2,,,,,,,,,,3,,5,6,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,16:13,118061264118,446321998,2022-06-22 13:28:32,2022-06-22 13:44:45,,0,en,,1,2,3,4,5,,5,5,3,4,4,3,2,3,3,1,2,1,1,2,3,1,3,,,3,4,5,,,,9,,,12,,3,2,,3,1,1,2,2,3,,1,,3,1,,,3,,,,,8,,,11,,,,,1,2,,,,,7,,,,,12,,,,,,3,,,,,8,,10,,2,1,"We open sourced many closed source products with guidance from pre-OSPO stakeholders, as a result users can extend to meet their use cases and we have received some external contributions. Hiring contractors for these projects was significantly easier and faster for projects delivered as OSS (explaining scope, onboarding like access requirements). Some internal projects decided to create contributing guidelines on their own.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,1,6,1,6,2,3,6,6,6,6,6,6,2,2,6,6,2,6,3,3,3,,0,,,,,1,4,4,2,3,2,4,,,,,3,,,,,,3,,,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,06:19,118061251493,446360289,2022-06-22 13:13:36,2022-06-22 13:19:55,,0,en,,1,,,,,,2,7,2,4,1,1,2,2,2,3,3,1,1,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,It is a volunteer organization,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,7,5,4,6,,,,,,4,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,5,,,8,9,,,,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,52:11,118060765399,446360289,2022-06-21 23:22:02,2022-06-22 12:14:13,,0,en,,,,,,5,,7,3,4,4,4,3,2,3,4,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,10:59,118061150161,446297698,2022-06-22 11:14:29,2022-06-22 11:25:28,,0,en,,1,2,3,,5,,7,2,2,4,4,1,3,2,3,1,1,2,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,9,,,1,,,,,,,,,,8,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,06:28,118061147955,446360289,2022-06-22 11:12:09,2022-06-22 11:18:37,,0,en,,1,2,3,4,5,,5,5,4,4,1,3,3,3,4,1,1,1,1,1,1,1,3,1,2,3,4,,6,7,,9,,11,,,4,0,R&D,1,2,2,1,1,2,,9,,1,2,,2,,,,6,7,8,,10,11,,,,,,,3,4,5,,,,9,,,,,,,1,,,,5,,,8,,,,2,1,Code comment Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,24:21,118061118827,446321998,2022-06-22 10:36:47,2022-06-22 11:01:08,,0,ja,,1,,,,,,4,2,1,4,4,1,1,1,1,2,2,2,2,2,2,2,,1,,,4,5,,,8,9,,11,,,2,6,,3,3,3,1,2,1,,7,,3,2,,,3,,,,,8,,,,,,,,1,2,,,,,,,,,,,,,,,,3,,5,,,8,,,,2,1,Maintain or improve the level of license compliance popularization of OSS scanners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,4,2,6,2,,,,2,2,2,2,2,6,6,6,6,4,2,2,2,,0,,,,,1,1,1,5,3,4,10,,,,,,,5,,,,,4,,0,,,3,1,,,,,3,,,3,,,3,,,3,,,,7,8,,,11,,13,14,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,23:33,118061114805,446360289,2022-06-22 10:31:33,2022-06-22 10:55:06,1,3,en,,1,2,3,4,5,,5,5,4,4,4,4,4,4,4,1,1,1,1,1,3,2,3,1,2,,,5,6,,,,,,,,1,4,,2,3,1,3,3,4,,1,,3,4,,,,,,6,,,9,10,,12,,,,,,3,4,,6,,,,,,12,13,14,,,,3,,,,,8,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,,,6,6,6,6,6,6,6,6,6,6,1,1,1,,0,,,,,1,7,5,4,5,4,4,,,1,2,3,,,,1,2,3,,,4,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,,10,11,12,13,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,12:53,118061120177,446297698,2022-06-22 10:38:27,2022-06-22 10:51:20,,0,en,,1,,,,5,,1,2,2,4,3,1,1,2,1,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,4,4,1,,,,,,4,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,5,6,7,8,,,11,12,13,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,21:37,118061109990,446297698,2022-06-22 10:26:00,2022-06-22 10:47:37,1,4,en,,1,2,3,4,5,,5,1,3,4,4,3,2,3,2,1,1,1,1,2,1,2,3,1,2,3,4,5,,,,9,,,,,1,4,,3,2,1,2,2,1,,2,,1,5,,,,,,6,,8,,,,,,14,,,,3,4,5,6,,,,,,,,,,,,,,5,6,,,,10,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,1,5,1,6,4,,,,6,6,6,6,4,2,2,6,1,3,3,1,3,,0,,,,,1,5,4,3,5,4,4,,,,,,4,,,,,3,,,1,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,14,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,07:45,118061120511,446297698,2022-06-22 10:38:51,2022-06-22 10:46:36,,0,en,,1,,,,,,4,7,2,4,4,2,2,2,1,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,,,2,,,,,,,,,11,,,,,1,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,02:57,118061113315,446297698,2022-06-22 10:29:46,2022-06-22 10:32:43,,0,en,,1,,3,,,,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,,,,,,,6,,,,,11,12,,14,,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,01:55,118061071776,446321998,2022-06-22 09:39:42,2022-06-22 09:41:37,,0,zh-tw,,1,2,3,4,5,,7,3,4,2,4,4,4,3,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,12:11,118061055691,446360289,2022-06-22 09:19:48,2022-06-22 09:31:59,,0,en,,1,2,,4,,,6,7,2,4,4,2,2,3,2,1,1,1,1,2,1,2,2,,2,3,,5,,,,9,,,,,1,4,,3,1,1,2,1,1,,2,,2,1,,2,,,,,,8,,,11,,,,,1,2,,,5,,7,,,,,,,,,,,3,4,5,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,2,5,1,5,3,,,,2,2,3,3,2,3,4,6,3,5,3,3,3,,0,,,,,1,8,6,7,4,5,1,,,1,,3,,,,1,,3,,,0,,,,,,,,,,,,,,,,,,,4,,,,,,,,12,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
